applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,estimated_debt,DTI,approved_amount,interest_rate,approved
APP00001,44390.71044902028,601.2398524185091,1682.3657910849188,17888.98390961484,64,ON,Full-time,598,515.0,32498.088998077452,9.172426542410628,5,5,On Time,89.42590023107653,0.33178165184291214,9155.584030110434,9.75,0
APP00002,34433.80694285433,389.2357931695882,1899.3474366102002,18146.498154798974,79,ON,Full-time,325,802.0,50000.0,43.76227080143551,4,5,On Time,656.4340620215326,0.5541291913986497,0.0,0.0,0
APP00003,47154.05358349179,1068.1825043459937,4607.121713482755,27607.612990702935,59,ON,Unemployed,0,797.0,40111.71553552122,39.167884200927936,14,3,On Time,471.3273087587572,0.6025538903797902,0.0,0.0,0
APP00004,66923.92354538974,1007.7881424541475,2862.798621119409,19791.59217467945,36,ON,Full-time,246,646.0,50000.0,19.19077078467117,18,4,On Time,287.8615617700675,0.3387842259158319,10000.0,10.75,0
APP00005,33138.08457443636,496.2669600078039,2474.6298123314637,1069.8606860890986,34,ON,Full-time,315,723.0,48577.75966639655,28.442380568402736,14,8,On Time,414.5001382776166,0.3414305676298904,13669.459886955001,8.75,1
APP00006,33138.30219658631,369.98178445346855,6452.376445533317,36856.82922926238,69,ON,Full-time,162,679.0,50000.0,27.934414795097773,6,6,On Time,419.0162219264665,0.6861074071995105,0.0,0.0,0
APP00007,68444.94424319132,1007.3563493794528,6509.717452185445,37834.13503244569,55,ON,Full-time,369,532.0,50000.0,8.575931405222436,16,0,On Time,128.6389710783365,0.39816282646595746,10000.0,10.75,0
APP00008,49467.62691392178,1130.8438403840923,8245.170697999292,37601.75562965175,32,ON,Full-time,185,736.0,50000.0,23.353278963928453,20,1,On Time,350.2991844589268,0.6329462373295922,0.0,0.0,0
APP00009,30161.154085684528,433.882633880935,4177.085669729759,17906.012663912865,86,BC,Unemployed,0,798.0,24646.636579217975,9.887958189152636,0,0,Last 30-60,73.11147359956418,0.4154381431551989,7540.288521421132,6.75,0
APP00010,45212.27314134674,1093.8382793448734,730.8509102615023,26592.184192247423,48,BC,Full-time,276,647.0,39724.481770493076,26.230958147181404,13,8,On Time,312.6033656220823,0.5850288917374408,0.0,0.0,0
APP00011,30234.313412426363,728.8026091641294,2736.6638492145767,18638.702390656803,78,ON,Full-time,529,743.0,44004.02521991251,9.60850758882996,18,9,Late>60,126.8439030793783,0.5615371771789822,0.0,0.0,0
APP00012,30206.3649103135,324.66740388682734,9800.054631968169,1785.7836015016428,71,ON,Full-time,436,592.0,50000.0,39.99845516935165,15,0,On Time,599.9768275402747,0.38861388679237757,6230.06276275216,10.75,0
APP00013,40090.10199687122,452.5579539558589,5962.585752327021,28559.99812229952,54,BC,Part-time,260,771.0,50000.0,40.32752456270581,1,2,On Time,604.9128684405871,0.5729905400235185,0.0,0.0,0
APP00014,20000.0,454.2246901106297,7097.370848010202,7064.272638116541,48,BC,Full-time,245,681.0,10311.447199076387,24.598431302400186,20,5,Late <30,76.0936276664422,0.4453478981523408,5500.0,8.75,0
APP00015,20000.0,297.5869729749064,73.57829625414536,4922.02488048059,82,ON,Part-time,338,678.0,30308.29387620823,26.67086472949418,6,5,On Time,242.50452184623197,0.41265134474133364,5000.0,8.75,0
APP00016,29061.943957683954,244.30147344704494,5182.057321825208,38019.45436614257,32,BC,Unemployed,0,726.0,49997.40258882705,40.23890145079243,11,8,On Time,603.5521666702218,0.8210478723640108,0.0,0.0,0
APP00017,24269.298470009293,313.02210283264776,375.2865753180312,1465.8039184871757,41,BC,Full-time,50,832.0,22201.929003084522,28.524090748389497,8,8,On Time,189.98695130198507,0.2704568518279245,13348.114158505112,6.75,1
APP00018,41266.18895320329,754.9160905620377,5692.30212091448,47991.413736827584,66,BC,Unemployed,0,732.0,23987.926007578557,9.981264077918986,16,3,On Time,71.82894724896673,0.6590831401909419,0.0,0.0,0
APP00019,25308.363950105933,548.0382655750135,9207.708496360754,26247.51284151627,46,ON,Full-time,272,571.0,32316.957730987662,33.65046099248101,6,0,On Time,326.2441576566773,0.7879013333709657,0.0,0.0,0
APP00020,20685.295420617345,218.36384434383925,9684.191305004078,49167.80510460127,25,ON,Full-time,235,608.0,11650.63749002971,30.20387114466816,13,9,On Time,105.56830605062923,1.0436203691281776,0.0,0.0,0
APP00021,65405.35067969319,665.5445340689155,5405.526753889241,3841.881051162713,60,ON,Part-time,584,672.0,50000.0,10.666704997473103,18,8,On Time,160.00057496209655,0.1726100138516019,15000.0,7.75,1
APP00022,33249.310898417825,788.0600127497075,4582.048052522159,29592.947894429748,28,ON,Part-time,556,729.0,17513.302024707675,39.95487722220795,1,1,On Time,209.9225496457923,0.6805931124370317,0.0,0.0,0
APP00023,37388.22607757954,779.6369672124226,9450.17094248494,18117.02476281965,86,ON,Part-time,306,563.0,31310.773082810952,23.887508808797033,7,9,On Time,224.3809103477675,0.4966896104352318,4673.528259697442,10.75,0
APP00024,20582.58413209313,373.8413386408944,6736.098319966951,42330.642147900006,62,ON,Full-time,477,714.0,22295.748308660146,17.37453049603028,0,9,On Time,116.21344767618939,1.0260950944501863,0.0,0.0,0
APP00025,29270.830451680627,619.1691890247266,648.9927953840946,18699.914026480026,31,BC,Unemployed,0,768.0,19540.001464621673,9.318542040219977,1,3,On Time,54.6252975342111,0.5062207890787497,0.0,0.0,0
APP00026,38042.866818734736,588.9380460198227,4657.255776674976,13763.891373810106,51,ON,Part-time,488,629.0,25535.660187387988,39.79103088521615,19,6,On Time,304.8270729572219,0.4121714169704542,4755.358352341842,10.75,0
APP00027,22964.444563180157,481.66228740493153,2402.450184643039,43020.10322789575,50,ON,Full-time,80,877.0,39971.74251064278,45.4582671674008,14,1,Late <30,545.1138450586054,1.2109394013470507,0.0,0.0,0
APP00028,42293.09227648215,614.5207392814517,4698.0432144868155,19358.00149100979,66,BC,Unemployed,0,605.0,23774.46126707017,33.96438255100915,14,8,On Time,242.24546922567632,0.40786979883334945,5286.636534560269,10.75,0
APP00029,28619.52239703905,354.92718804945383,4554.655720063617,1824.832673167512,23,ON,Unemployed,0,700.0,43886.58867559859,33.85270725541395,18,4,On Time,445.70395166214115,0.35865425343161567,10732.320898889644,8.75,1
APP00030,32384.083830619475,663.3412277351324,5821.44802814742,20124.165941127354,79,ON,Full-time,286,471.0,50000.0,29.003338256459294,1,9,On Time,435.0500738468894,0.6307232733407666,0.0,0.0,0
APP00031,28607.299637221986,438.4890138298956,3567.704903492512,33071.591181536154,21,ON,Part-time,561,648.0,19913.070149672894,39.32548298760147,4,8,On Time,234.9273304205628,0.698659755021163,0.0,0.0,0
APP00032,76344.4880619364,1884.916277607618,1642.7044945592806,13463.61740151271,42,BC,Part-time,98,665.0,50000.0,52.8178472754274,11,8,On Time,792.2677091314109,0.48429311721125895,15000.0,8.75,0
APP00033,36195.89346946647,512.4645860452388,5037.194345899563,22167.392028832706,52,BC,Part-time,478,637.0,50000.0,8.350137789251892,12,7,Late <30,125.25206683877838,0.43189598229355186,4524.486683683309,10.75,0
APP00034,23837.50523741405,564.8405805514076,8302.028843457621,3779.0417758290505,60,ON,Full-time,406,606.0,23205.094295364754,17.309937363060754,15,2,On Time,120.50361862700468,0.40208005552510423,3277.6569701444323,10.75,0
APP00035,50570.20288580499,1207.7534468132897,6640.122280676023,29816.5467841839,38,BC,Part-time,537,628.0,50000.0,19.14584173559887,7,8,On Time,287.18762603398307,0.5669989060795727,0.0,0.0,0
APP00036,22331.697956954118,276.113932372103,3383.6786592521585,38058.4512691593,59,ON,Unemployed,0,743.0,39169.88893722496,16.759460456467814,4,2,On Time,196.93986141829737,0.8677212104397065,0.0,0.0,0
APP00037,39562.82838275735,856.0216968337837,9355.230227588572,21252.315508654403,100,BC,Full-time,568,488.0,27969.920985156554,21.767292632622496,20,8,On Time,182.64883649856947,0.5084287652161513,0.0,0.0,0
APP00038,20000.0,311.02483504818844,9122.075712491822,21591.399007271542,38,ON,Part-time,255,493.0,28589.57565714118,17.131767510283314,10,1,On Time,146.9369890127394,0.6634222765674443,0.0,0.0,0
APP00039,21393.136422493233,505.42166453160564,2093.4839938409878,5325.842430660905,24,ON,Full-time,487,630.0,40937.83276674669,50.99585636616833,10,10,On Time,626.2979519145701,0.7244350882602304,0.0,0.0,0
APP00040,39373.34468711356,623.4928413676719,394.17585120362975,10895.102361087145,75,ON,Full-time,194,667.0,23080.652471576297,27.780112109456688,9,10,On Time,192.35493396593944,0.3482663274599229,15000.0,8.75,1
APP00041,48897.74076164995,1014.0606766519979,7413.087083507622,8579.08985326772,60,ON,Full-time,516,601.0,28850.16323808013,16.323709103838198,12,6,On Time,141.28250168900001,0.3466947597825239,10000.0,10.75,0
APP00042,38973.88765979519,628.1079862572177,8276.102613491532,24602.70066441536,43,BC,Part-time,464,686.0,50000.0,14.337891004281225,10,10,Late <30,215.06836506421837,0.48686670985150776,9743.471914948797,8.75,0
APP00043,34746.722439222816,421.478180830187,9678.645659513553,26933.521506586756,59,ON,Full-time,504,742.0,50000.0,19.511106157899928,18,1,On Time,292.66659236849887,0.5256842584996347,0.0,0.0,0
APP00044,32262.41995495439,376.0454592594162,8898.363940883108,47498.06643292874,59,ON,Full-time,36,777.0,26800.72983603084,31.003509611772117,0,4,Late>60,249.275005522167,0.7625946698228119,0.0,0.0,0
APP00045,20144.59000168626,310.7071997177493,6005.347682064148,4588.343709584461,21,BC,Full-time,16,812.0,20067.797909517747,24.966275853394336,20,1,On Time,150.30545351375707,0.35661959730265685,8309.643375695585,7.75,1
APP00046,27286.90396532391,570.9760355820692,5300.523392123808,30393.53068459731,61,ON,Full-time,590,547.0,17681.148694454274,29.76474646996398,10,7,On Time,157.88247245644985,0.7215172951807453,0.0,0.0,0
APP00047,30267.93961557915,557.4706164058302,278.4105126258629,26798.427839083826,64,ON,Full-time,73,602.0,31580.685752949605,5.654477039565744,3,1,On Time,53.57167874513837,0.5609876912514419,0.0,0.0,0
APP00048,55544.99720475248,1100.37350975021,2466.5644684477784,26295.42179885563,75,BC,Part-time,320,592.0,31466.169820568866,37.22712706861386,0,8,On Time,351.41853068187,0.48407341229413975,6943.12465059406,9.75,0
APP00049,41753.85899525642,544.4190689455841,4596.147517329265,43784.805081758495,92,BC,Part-time,245,781.0,45246.19337423015,41.16131212379665,20,1,On Time,558.7178063671041,0.6945507081508316,0.0,0.0,0
APP00050,20000.0,327.14511531920186,6285.039000835678,11071.385064078837,69,ON,Full-time,195,616.0,26664.63324826093,48.05503109731061,5,3,On Time,384.41093398306845,0.6262185607347812,0.0,0.0,0
APP00051,41428.87700911212,375.89474127928753,5572.518333184106,2997.8904427272014,23,ON,Full-time,89,710.0,50000.0,46.95392337538216,15,6,On Time,704.3088506307324,0.33893469183858443,15000.0,8.75,1
APP00052,31196.679100241636,685.0439330801928,7426.359896816905,33941.303874075435,91,ON,Part-time,139,538.0,50000.0,31.968974947137045,9,8,On Time,479.5346242070557,0.8396346289920086,0.0,0.0,0
APP00053,27759.434436321822,689.3093965814592,2797.6693088704087,17912.715742663026,33,ON,Full-time,563,615.0,48109.823527340326,48.84245774586947,10,2,On Time,704.940606838607,0.8350162090503607,0.0,0.0,0
APP00054,46479.67302433366,702.5240383901485,5649.526076524732,1861.905894413705,57,ON,Part-time,397,590.0,39145.94692487659,6.555928316425039,15,1,Late>60,76.99140657542102,0.21567431114086413,5809.959128041707,11.75,0
APP00055,54967.624761772895,468.1076392039893,881.4224339079213,13317.326357230277,88,ON,Full-time,484,748.0,34676.43894341959,16.39491713282262,8,5,On Time,170.55520288162418,0.2266459874812397,15000.0,7.75,1
APP00056,52818.24128171874,589.6211540753535,4136.65523583207,16157.011936623781,97,BC,Full-time,387,555.0,50000.0,44.86015412351062,11,0,On Time,672.9023118526593,0.3969614545946207,10000.0,10.75,0
APP00057,26014.590480056424,499.7085790322534,7501.60832954601,31225.08046242786,56,ON,Full-time,368,858.0,33343.09033186554,27.77714902629228,19,4,Late <30,277.85279674360635,0.790777986359435,0.0,0.0,0
