applicant_id,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history
APP00001,515,32498.088998077452,9.172426542410628,5,5,On Time
APP00002,802,50000.0,43.76227080143551,4,5,On Time
APP00003,797,40111.71553552122,39.167884200927936,14,3,On Time
APP00004,646,50000.0,19.19077078467117,18,4,On Time
APP00005,723,48577.75966639655,28.442380568402736,14,8,On Time
APP00006,679,50000.0,27.934414795097773,6,6,On Time
APP00007,532,50000.0,8.575931405222436,16,0,On Time
APP00008,736,50000.0,23.353278963928453,20,1,On Time
APP00009,798,24646.636579217975,9.887958189152636,0,0,Last 30-60
APP00010,647,39724.481770493076,26.230958147181404,13,8,On Time
APP00011,743,44004.02521991251,9.60850758882996,18,9,Late>60
APP00012,592,50000.0,39.99845516935165,15,0,On Time
APP00013,771,50000.0,40.32752456270581,1,2,On Time
APP00014,681,10311.447199076387,24.598431302400186,20,5,Late <30
APP00015,678,30308.29387620823,26.67086472949418,6,5,On Time
APP00016,726,49997.40258882705,40.23890145079243,11,8,On Time
APP00017,832,22201.929003084522,28.524090748389497,8,8,On Time
APP00018,732,23987.926007578557,9.981264077918986,16,3,On Time
APP00019,571,32316.957730987662,33.65046099248101,6,0,On Time
APP00020,608,11650.63749002971,30.20387114466816,13,9,On Time
APP00021,672,50000.0,10.666704997473103,18,8,On Time
APP00022,729,17513.302024707675,39.95487722220795,1,1,On Time
APP00023,563,31310.773082810952,23.887508808797033,7,9,On Time
APP00024,714,22295.748308660146,17.37453049603028,0,9,On Time
APP00025,768,19540.001464621673,9.318542040219977,1,3,On Time
APP00026,629,25535.660187387988,39.79103088521615,19,6,On Time
APP00027,877,39971.74251064278,45.4582671674008,14,1,Late <30
APP00028,605,23774.46126707017,33.96438255100915,14,8,On Time
APP00029,700,43886.58867559859,33.85270725541395,18,4,On Time
APP00030,471,50000.0,29.003338256459294,1,9,On Time
APP00031,648,19913.070149672894,39.32548298760147,4,8,On Time
APP00032,665,50000.0,52.8178472754274,11,8,On Time
APP00033,637,50000.0,8.350137789251892,12,7,Late <30
APP00034,606,23205.094295364754,17.309937363060754,15,2,On Time
APP00035,628,50000.0,19.14584173559887,7,8,On Time
APP00036,743,39169.88893722496,16.759460456467814,4,2,On Time
APP00037,488,27969.920985156554,21.767292632622496,20,8,On Time
APP00038,493,28589.57565714118,17.131767510283314,10,1,On Time
APP00039,630,40937.83276674669,50.99585636616833,10,10,On Time
APP00040,667,23080.652471576297,27.780112109456688,9,10,On Time
APP00041,601,28850.16323808013,16.323709103838198,12,6,On Time
APP00042,686,50000.0,14.337891004281225,10,10,Late <30
APP00043,742,50000.0,19.511106157899928,18,1,On Time
APP00044,777,26800.72983603084,31.003509611772117,0,4,Late>60
APP00045,812,20067.797909517747,24.966275853394336,20,1,On Time
APP00046,547,17681.148694454274,29.76474646996398,10,7,On Time
APP00047,602,31580.685752949605,5.654477039565744,3,1,On Time
APP00048,592,31466.169820568866,37.22712706861386,0,8,On Time
APP00049,781,45246.19337423015,41.16131212379665,20,1,On Time
APP00050,616,26664.63324826093,48.05503109731061,5,3,On Time
APP00051,710,50000.0,46.95392337538216,15,6,On Time
APP00052,538,50000.0,31.968974947137045,9,8,On Time
APP00053,615,48109.823527340326,48.84245774586947,10,2,On Time
APP00054,590,39145.94692487659,6.555928316425039,15,1,Late>60
APP00055,748,34676.43894341959,16.39491713282262,8,5,On Time
APP00056,555,50000.0,44.86015412351062,11,0,On Time
APP00057,858,33343.09033186554,27.77714902629228,19,4,Late <30
APP00058,701,40993.53020597496,49.400166907297134,16,7,On Time
APP00059,607,27567.61086213704,22.783437501786416,19,2,On Time
APP00060,714,50000.0,42.42692896735239,10,4,On Time
APP00061,598,21798.191055877043,37.68007500141727,0,8,Last 30-60
APP00062,573,38286.66467945884,23.986936649987936,5,0,On Time
APP00063,749,13869.06734005011,8.185922159139668,9,8,On Time
APP00064,816,40264.499267568746,19.610932269368554,7,0,Late>60
APP00065,718,26179.75146977092,22.77363466868053,13,3,On Time
APP00066,557,50000.0,45.92590091104459,18,0,On Time
APP00067,598,50000.0,26.70456543943282,20,7,On Time
APP00068,832,50000.0,28.276551651054927,6,6,On Time
APP00069,759,50000.0,33.627064022889385,6,2,On Time
APP00070,567,16327.116373811623,12.836084068174516,5,4,On Time
APP00071,608,50000.0,40.702223706132855,18,1,On Time
APP00072,698,50000.0,41.09877320161653,10,9,On Time
APP00073,665,24750.42593138831,59.73578429688708,0,4,On Time
APP00074,888,50000.0,44.5401555353544,5,4,On Time
APP00075,606,21817.657260840155,42.79982543090458,12,8,On Time
APP00076,739,50000.0,42.24705697154154,17,4,On Time
APP00077,709,50000.0,29.931193278732522,1,10,On Time
APP00078,514,42233.908820005425,18.27811058172325,16,1,Late <30
APP00079,440,24157.494756985066,20.86719600963759,16,2,On Time
APP00080,641,38116.48521533287,25.298581587286122,1,5,Late>60
APP00081,721,25925.09691021399,32.50369180863085,0,10,On Time
APP00082,838,50000.0,14.830059596611967,11,0,On Time
APP00083,601,50000.0,26.22540697389169,11,5,On Time
APP00084,727,50000.0,30.05431944865685,4,4,On Time
APP00085,650,39917.903773944716,35.40606771219627,15,1,Late <30
APP00086,852,48095.06675106583,29.22532503874702,15,1,On Time
APP00087,676,50000.0,33.15639922781245,12,1,On Time
APP00088,636,49425.13438120388,17.60884647115746,6,2,On Time
APP00089,697,26840.687994575484,43.713882664301856,11,9,Last 30-60
APP00090,699,41446.086657749685,10.327225061683642,13,1,On Time
APP00091,819,50000.0,16.061648274341177,19,2,On Time
APP00092,680,50000.0,36.4218936829735,8,8,On Time
APP00093,723,37851.3747392104,31.860128651954255,10,2,On Time
APP00094,514,47209.12667942111,13.343762928560828,10,6,On Time
APP00095,564,50000.0,36.15382542994144,19,2,On Time
APP00096,642,32881.617448743025,19.38660969170765,19,5,On Time
APP00097,690,26960.85764393998,11.208719378471864,1,8,On Time
APP00098,603,42197.26069562719,17.501289526310302,14,5,On Time
APP00099,708,32672.05289051076,14.524507767524414,17,3,On Time
APP00100,627,43315.82365491717,6.569751224046158,11,4,On Time
APP00101,849,12233.24526717208,40.520372275763904,6,7,On Time
APP00102,659,50000.0,52.96623133660565,11,10,On Time
APP00103,723,20935.08785053447,33.35039423429919,2,7,On Time
APP00104,658,23949.18809436564,18.885923410571426,9,6,On Time
APP00105,670,50000.0,31.143982467066856,8,10,On Time
APP00106,734,24695.991161756225,50.65755035393658,14,4,On Time
APP00107,693,50000.0,12.1190547856467,6,8,On Time
