applicant_id,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history
APP00001,588,50000.0,9.172426542410628,5,5,On Time
APP00002,817,50000.0,43.76227080143551,4,5,On Time
APP00003,813,50000.0,39.167884200927936,14,3,On Time
APP00004,693,50000.0,19.19077078467117,18,4,On Time
APP00005,755,50000.0,28.442380568402736,14,8,On Time
APP00006,719,50000.0,27.934414795097773,6,6,On Time
APP00007,601,50000.0,8.575931405222436,16,0,On Time
APP00008,765,50000.0,23.353278963928453,20,1,On Time
APP00009,814,43052.20747006111,9.887958189152636,0,0,Last 30-60
APP00010,694,50000.0,26.230958147181404,13,8,On Time
APP00011,771,50000.0,9.60850758882996,18,9,Late>60
APP00012,649,50000.0,39.99845516935165,15,0,On Time
APP00013,793,50000.0,40.32752456270581,1,2,On Time
APP00014,720,17614.254617780607,24.598431302400186,20,5,Late <30
APP00015,718,50000.0,26.67086472949418,6,5,On Time
APP00016,757,50000.0,40.23890145079243,11,8,On Time
APP00017,842,40947.383486479004,28.524090748389497,8,8,On Time
APP00018,762,38743.054896094574,9.981264077918986,16,3,On Time
APP00019,633,50000.0,33.65046099248101,6,0,On Time
APP00020,662,22363.203171993257,30.20387114466816,13,9,On Time
APP00021,714,50000.0,10.666704997473103,18,8,On Time
APP00022,759,29855.347266456334,39.95487722220795,1,1,On Time
APP00023,627,50000.0,23.887508808797033,7,9,On Time
APP00024,747,42849.60573156982,17.37453049603028,0,9,On Time
APP00025,791,34388.68609820077,9.318542040219977,1,3,On Time
APP00026,679,42089.96195037221,39.79103088521615,19,6,On Time
APP00027,877,50000.0,45.4582671674008,14,1,Late <30
APP00028,660,38163.05001739293,33.96438255100915,14,8,On Time
APP00029,736,50000.0,33.85270725541395,18,4,On Time
APP00030,552,50000.0,29.003338256459294,1,9,On Time
APP00031,694,35246.72413386324,39.32548298760147,4,8,On Time
APP00032,708,50000.0,52.8178472754274,11,8,On Time
APP00033,685,50000.0,8.350137789251892,12,7,Late <30
APP00034,661,42990.04395376711,17.309937363060754,15,2,On Time
APP00035,678,50000.0,19.14584173559887,7,8,On Time
APP00036,770,50000.0,16.759460456467814,4,2,On Time
APP00037,566,45652.98284329217,21.767292632622496,20,8,On Time
APP00038,571,48162.419529653336,17.131767510283314,10,1,On Time
APP00039,680,50000.0,50.99585636616833,10,10,On Time
APP00040,710,37717.8784474604,27.780112109456688,9,10,On Time
APP00041,657,44660.73111064876,16.323709103838198,12,6,On Time
APP00042,725,50000.0,14.337891004281225,10,10,Late <30
APP00043,769,50000.0,19.511106157899928,18,1,On Time
APP00044,798,46033.303016319725,31.003509611772117,0,4,Late>60
APP00045,825,38775.719283940685,24.966275853394336,20,1,On Time
APP00046,614,31668.07485693871,29.76474646996398,10,7,On Time
APP00047,658,50000.0,5.654477039565744,3,1,On Time
APP00048,649,47182.65734314529,37.22712706861386,0,8,On Time
APP00049,800,50000.0,41.16131212379665,20,1,On Time
APP00050,669,47649.11017473066,48.05503109731061,5,3,On Time
APP00051,744,50000.0,46.95392337538216,15,6,On Time
APP00052,606,50000.0,31.968974947137045,9,8,On Time
APP00053,668,50000.0,48.84245774586947,10,2,On Time
APP00054,648,50000.0,6.555928316425039,15,1,Late>60
APP00055,774,50000.0,16.39491713282262,8,5,On Time
APP00056,620,50000.0,44.86015412351062,11,0,On Time
APP00057,862,50000.0,27.77714902629228,19,4,Late <30
APP00058,737,50000.0,49.400166907297134,16,7,On Time
APP00059,661,44448.928002847424,22.783437501786416,19,2,On Time
APP00060,747,50000.0,42.42692896735239,10,4,On Time
APP00061,654,38113.55658842774,37.68007500141727,0,8,Last 30-60
APP00062,635,50000.0,23.986936649987936,5,0,On Time
APP00063,775,25819.24412661633,8.185922159139668,9,8,On Time
APP00064,829,50000.0,19.610932269368554,7,0,Late>60
APP00065,750,40227.840626946476,22.77363466868053,13,3,On Time
APP00066,621,50000.0,45.92590091104459,18,0,On Time
APP00067,654,50000.0,26.70456543943282,20,7,On Time
APP00068,842,50000.0,28.276551651054927,6,6,On Time
APP00069,783,50000.0,33.627064022889385,6,2,On Time
APP00070,629,29025.214160365584,12.836084068174516,5,4,On Time
APP00071,662,50000.0,40.702223706132855,18,1,On Time
APP00072,734,50000.0,41.09877320161653,10,9,On Time
APP00073,708,41398.759884114195,59.73578429688708,0,4,On Time
APP00074,887,50000.0,44.5401555353544,5,4,On Time
